State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
`18,`000,STATE - ASSAM,`00,`000,`0000,Total,293327,206038,87289,237062,163334,73728,56265,42704,13561,143252,54807,88445,133942,49978,83964,9310,4829,4481
`18,`000,STATE - ASSAM,`01,`000,`0000,"Crop and animal production, hunting and related service activities",19964,13614,6350,17942,12112,5830,2022,1502,520,13318,4844,8474,12924,4624,8300,394,220,174
`18,`000,STATE - ASSAM,`01,`011,`0000,Growing of non-perennial crops,6019,4750,1269,5254,4082,1172,765,668,97,4198,2448,1750,4030,2324,1706,168,124,44
`18,`000,STATE - ASSAM,`01,`011,`0111,"Growing of cereals (except rice), leguminous crops and oil seeds",132,82,50,110,68,42,22,14,8,96,52,44,86,46,40,10,6,4
`18,`000,STATE - ASSAM,`01,`011,`0112,Growing of rice,5803,4610,1193,5092,3976,1116,711,634,77,4038,2354,1684,3884,2240,1644,154,114,40
`18,`000,STATE - ASSAM,`01,`011,`0113,"Growing of vegetables and melons, roots and tubers",66,44,22,50,36,14,16,8,8,54,32,22,50,28,22,4,4,0
`18,`000,STATE - ASSAM,`01,`011,`0116,Growing of fibre crops,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`01,`011,`0119,Growing of other non-perennial crop,16,12,4,0,0,0,16,12,4,8,8,0,8,8,0,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0000,Growing of perennial crops,6368,4572,1796,6130,4386,1744,238,186,52,1460,670,790,1422,646,776,38,24,14
`18,`000,STATE - ASSAM,`01,`012,`0122,Growing of tropical and subtropical fruits,14,12,2,14,12,2,0,0,0,4,4,0,4,4,0,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0123,Growing of citrus fruits,4,4,0,4,4,0,0,0,0,4,2,2,4,2,2,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0125,Growing of other tree and bush fruits and nuts,106,86,20,106,86,20,0,0,0,18,8,10,18,8,10,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0126,Growing of oleaginous fruits,2,0,2,2,0,2,0,0,0,10,8,2,10,8,2,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0127,Growing of beverage crops,5788,4106,1682,5588,3956,1632,200,150,50,1234,538,696,1206,522,684,28,16,12
`18,`000,STATE - ASSAM,`01,`012,`0128,"Growing of spices, aromatic, drug and pharmaceutical crops",22,10,12,20,10,10,2,0,2,64,32,32,64,32,32,0,0,0
`18,`000,STATE - ASSAM,`01,`012,`0129,Growing of other perennial crops,432,354,78,396,318,78,36,36,0,126,78,48,116,70,46,10,8,2
`18,`000,STATE - ASSAM,`01,`013,`0000,Plant propagation,36,34,2,28,28,0,8,6,2,32,26,6,30,24,6,2,2,0
`18,`000,STATE - ASSAM,`01,`013,`0130,Plant propagation,36,34,2,28,28,0,8,6,2,32,26,6,30,24,6,2,2,0
`18,`000,STATE - ASSAM,`01,`014,`0000,Animal production,4689,1889,2800,4202,1678,2524,487,211,276,6224,930,5294,6102,906,5196,122,24,98
`18,`000,STATE - ASSAM,`01,`014,`0141,Raising of cattle and buffaloes,1429,867,562,1314,824,490,115,43,72,1572,458,1114,1534,450,1084,38,8,30
`18,`000,STATE - ASSAM,`01,`014,`0142,Raising of horses and other equines,10,10,0,10,10,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`01,`014,`0143,Raising and breeding of camels and camelids,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`01,`014,`0144,Raising of sheep and goats,166,34,132,158,34,124,8,0,8,232,36,196,220,36,184,12,0,12
`18,`000,STATE - ASSAM,`01,`014,`0145,Raising of swine/pigs,1394,382,1012,1258,324,934,136,58,78,1982,174,1808,1958,172,1786,24,2,22
`18,`000,STATE - ASSAM,`01,`014,`0146,Raising of poultry,1104,238,866,1020,210,810,84,28,56,2036,184,1852,1996,172,1824,40,12,28
`18,`000,STATE - ASSAM,`01,`014,`0149,Raising of other animals,586,358,228,442,276,166,144,82,62,398,78,320,390,76,314,8,2,6
`18,`000,STATE - ASSAM,`01,`015,`0000,Mixed farming,1464,1114,350,1318,1000,318,146,114,32,1054,580,474,1002,542,460,52,38,14
`18,`000,STATE - ASSAM,`01,`015,`0150,Mixed farming,1464,1114,350,1318,1000,318,146,114,32,1054,580,474,1002,542,460,52,38,14
`18,`000,STATE - ASSAM,`01,`016,`0000,Support activities to agriculture and post-harvest crop activities,1388,1255,133,1010,938,72,378,317,61,348,190,158,336,182,154,12,8,4
`18,`000,STATE - ASSAM,`01,`016,`0161,Support activities for crop production,1099,994,105,822,766,56,277,228,49,296,158,138,288,152,136,8,6,2
`18,`000,STATE - ASSAM,`01,`016,`0162,Support activities for animal production,4,4,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`01,`016,`0163,Post-harvest crop activities,285,257,28,186,170,16,99,87,12,50,30,20,46,28,18,4,2,2
`18,`000,STATE - ASSAM,`01,`017,`0000,"Hunting, trapping and related service activities",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`01,`017,`0170,"Hunting, trapping and related service activities",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`02,`000,`0000,Forestry and logging,3961,3647,314,2900,2646,254,1061,1001,60,634,460,174,596,434,162,38,26,12
`18,`000,STATE - ASSAM,`02,`021,`0000,Silviculture and other forestry activities,346,336,10,190,182,8,156,154,2,6,6,0,6,6,0,0,0,0
`18,`000,STATE - ASSAM,`02,`021,`0210,Silviculture and other forestry activities,346,336,10,190,182,8,156,154,2,6,6,0,6,6,0,0,0,0
`18,`000,STATE - ASSAM,`02,`022,`0000,Logging,932,750,182,888,708,180,44,42,2,510,358,152,490,346,144,20,12,8
`18,`000,STATE - ASSAM,`02,`022,`0220,Logging,932,750,182,888,708,180,44,42,2,510,358,152,490,346,144,20,12,8
`18,`000,STATE - ASSAM,`02,`023,`0000,Gathering of non-wood forest products,28,24,4,18,14,4,10,10,0,6,4,2,6,4,2,0,0,0
`18,`000,STATE - ASSAM,`02,`023,`0230,Gathering of non-wood forest products,28,24,4,18,14,4,10,10,0,6,4,2,6,4,2,0,0,0
`18,`000,STATE - ASSAM,`02,`024,`0000,Support services to forestry,2655,2537,118,1804,1742,62,851,795,56,112,92,20,94,78,16,18,14,4
`18,`000,STATE - ASSAM,`02,`024,`0240,Support services to forestry,2655,2537,118,1804,1742,62,851,795,56,112,92,20,94,78,16,18,14,4
`18,`000,STATE - ASSAM,`03,`000,`0000,Fishing and aquaculture,528,478,50,486,438,48,42,40,2,236,182,54,228,174,54,8,8,0
`18,`000,STATE - ASSAM,`03,`031,`0000,Fishing,448,398,50,420,372,48,28,26,2,206,160,46,198,152,46,8,8,0
`18,`000,STATE - ASSAM,`03,`031,`0311,Marine fishing,156,138,18,142,124,18,14,14,0,58,50,8,58,50,8,0,0,0
`18,`000,STATE - ASSAM,`03,`031,`0312,Freash water fishing,292,260,32,278,248,30,14,12,2,148,110,38,140,102,38,8,8,0
`18,`000,STATE - ASSAM,`03,`032,`0000,Aquaculture,80,80,0,66,66,0,14,14,0,30,22,8,30,22,8,0,0,0
`18,`000,STATE - ASSAM,`03,`032,`0321,Marine aquaculture,10,10,0,10,10,0,0,0,0,8,8,0,8,8,0,0,0,0
`18,`000,STATE - ASSAM,`03,`032,`0322,Freshwater aquaculture,70,70,0,56,56,0,14,14,0,22,14,8,22,14,8,0,0,0
`18,`000,STATE - ASSAM,`05,`000,`0000,Mining of coal and lignite,1508,1462,46,1412,1370,42,96,92,4,700,684,16,686,670,16,14,14,0
`18,`000,STATE - ASSAM,`05,`051,`0000,Mining of hard coal,1504,1458,46,1408,1366,42,96,92,4,696,682,14,682,668,14,14,14,0
`18,`000,STATE - ASSAM,`05,`051,`0510,Mining of hard coal,1504,1458,46,1408,1366,42,96,92,4,696,682,14,682,668,14,14,14,0
`18,`000,STATE - ASSAM,`05,`052,`0000,Mining of lignite,4,4,0,4,4,0,0,0,0,4,2,2,4,2,2,0,0,0
`18,`000,STATE - ASSAM,`05,`052,`0520,Mining of lignite,4,4,0,4,4,0,0,0,0,4,2,2,4,2,2,0,0,0
`18,`000,STATE - ASSAM,`06,`000,`0000,Extraction of crude petroleum and natural gas,822,774,48,446,426,20,376,348,28,82,72,10,76,66,10,6,6,0
`18,`000,STATE - ASSAM,`06,`061,`0000,Extraction of crude petroleum,762,716,46,412,392,20,350,324,26,78,68,10,74,64,10,4,4,0
`18,`000,STATE - ASSAM,`06,`061,`0610,Extraction of crude petroleum,762,716,46,412,392,20,350,324,26,78,68,10,74,64,10,4,4,0
`18,`000,STATE - ASSAM,`06,`062,`0000,Extraction of natural gas,60,58,2,34,34,0,26,24,2,4,4,0,2,2,0,2,2,0
`18,`000,STATE - ASSAM,`06,`062,`0620,Extraction of natural gas,60,58,2,34,34,0,26,24,2,4,4,0,2,2,0,2,2,0
`18,`000,STATE - ASSAM,`07,`000,`0000,Mining of metal ores,6,4,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`07,`071,`0000,Mining of iron ores,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`07,`071,`0710,Mining of iron ores,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`07,`072,`0000,Mining of non-ferrous metal ores,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`07,`072,`0729,Mining of other non-ferrous metal ores,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`08,`000,`0000,Other mining and quarrying,2273,1725,548,2082,1588,494,191,137,54,1080,700,380,1054,676,378,26,24,2
`18,`000,STATE - ASSAM,`08,`081,`0000,"Quarrying of stone, sand and clay",1558,1168,390,1448,1094,354,110,74,36,768,502,266,754,490,264,14,12,2
`18,`000,STATE - ASSAM,`08,`081,`0810,"Quarrying of stone, sand and clay",1558,1168,390,1448,1094,354,110,74,36,768,502,266,754,490,264,14,12,2
`18,`000,STATE - ASSAM,`08,`089,`0000,Mining and quarrying n.e.c.,715,557,158,634,494,140,81,63,18,312,198,114,300,186,114,12,12,0
`18,`000,STATE - ASSAM,`08,`089,`0891,Mining of chemical and fertilizer minerals,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`08,`089,`0892,Extraction and agglomeration of peat,112,104,8,98,94,4,14,10,4,46,44,2,46,44,2,0,0,0
`18,`000,STATE - ASSAM,`08,`089,`0893,Extraction of salt,12,8,4,12,8,4,0,0,0,8,6,2,8,6,2,0,0,0
`18,`000,STATE - ASSAM,`08,`089,`0899,Other mining and quarrying n.e.c.,591,445,146,524,392,132,67,53,14,256,148,108,244,136,108,12,12,0
`18,`000,STATE - ASSAM,`09,`000,`0000,Mining support service activities,782,754,28,460,448,12,322,306,16,38,34,4,26,24,2,12,10,2
`18,`000,STATE - ASSAM,`09,`091,`0000,Support activities for petroleum and natural gas mining,742,716,26,430,420,10,312,296,16,32,28,4,20,18,2,12,10,2
`18,`000,STATE - ASSAM,`09,`091,`0910,Support activities for petroleum and natural gas mining,742,716,26,430,420,10,312,296,16,32,28,4,20,18,2,12,10,2
`18,`000,STATE - ASSAM,`09,`099,`0000,Support activities for other mining and quarrying,40,38,2,30,28,2,10,10,0,6,6,0,6,6,0,0,0,0
`18,`000,STATE - ASSAM,`09,`099,`0990,Support activities for other mining and quarrying,40,38,2,30,28,2,10,10,0,6,6,0,6,6,0,0,0,0
`18,`000,STATE - ASSAM,`10,`000,`0000,Manufacture of food products,5259,3451,1808,4866,3186,1680,393,265,128,4527,1252,3275,4412,1206,3206,115,46,69
`18,`000,STATE - ASSAM,`10,`101,`0000,Processing and preserving of meat,496,56,440,434,50,384,62,6,56,1429,102,1327,1386,100,1286,43,2,41
`18,`000,STATE - ASSAM,`10,`101,`1010,Processing and preserving of meat,496,56,440,434,50,384,62,6,56,1429,102,1327,1386,100,1286,43,2,41
`18,`000,STATE - ASSAM,`10,`102,`0000,"Processing and preserving of fish, crustaceans and molluscs",26,26,0,22,22,0,4,4,0,18,8,10,18,8,10,0,0,0
`18,`000,STATE - ASSAM,`10,`102,`1020,"Processing and preserving of fish, crustaceans and molluscs and",26,26,0,22,22,0,4,4,0,18,8,10,18,8,10,0,0,0
`18,`000,STATE - ASSAM,`10,`103,`0000,Processing and preserving of fruit and vegetables,164,130,34,140,114,26,24,16,8,144,70,74,132,66,66,12,4,8
`18,`000,STATE - ASSAM,`10,`103,`1030,Processing and preserving of fruit and vegetables,164,130,34,140,114,26,24,16,8,144,70,74,132,66,66,12,4,8
`18,`000,STATE - ASSAM,`10,`104,`0000,Manufacture of vegetable and animal oils and fats,8,4,4,4,0,4,4,4,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`10,`104,`1040,Manufacture of vegetable and animal oils and fats,8,4,4,4,0,4,4,4,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`10,`105,`0000,Manufacture of dairy products,870,504,366,828,490,338,42,14,28,1054,272,782,1044,270,774,10,2,8
`18,`000,STATE - ASSAM,`10,`105,`1050,Manufacture of dairy products,870,504,366,828,490,338,42,14,28,1054,272,782,1044,270,774,10,2,8
`18,`000,STATE - ASSAM,`10,`106,`0000,"Manufacture of grain mill products, starches and starch products",2829,2053,776,2764,1992,772,65,61,4,1398,536,862,1378,520,858,20,16,4
`18,`000,STATE - ASSAM,`10,`106,`1061,Manufacture of grain mill products,2819,2045,774,2758,1988,770,61,57,4,1398,536,862,1378,520,858,20,16,4
`18,`000,STATE - ASSAM,`10,`106,`1062,Manufacture of starches and starch products,10,8,2,6,4,2,4,4,0,0,0,0,0,0,0,0,0,0
`18,`000,STATE - ASSAM,`10,`107,`0000,Manufacture of other food products,866,678,188,674,518,156,192,160,32,480,260,220,450,238,212,30,22,8
`18,`000,STATE - ASSAM,`10,`107,`1071,Manufacture of bakery products,272,240,32,142,122,20,130,118,12,58,50,8,48,42,6,10,8,2
`18,`000,STATE - ASSAM,`10,`107,`1072,Manufacture of sugar,12,8,4,12,8,4,0,0,0,62,12,50,60,12,48,2,0,2
`18,`000,STATE - ASSAM,`10,`107,`1073,"Manufacture of cocoa, chocolate and sugar confectionery",34,34,0,24,24,0,10,10,0,22,16,6,22,16,6,0,0,0
`18,`000,STATE - ASSAM,`10,`107,`1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous",30,24,6,26,22,4,4,2,2,26,20,6,22,18,4,4,2,2
`18,`000,STATE - ASSAM,`10,`107,`1075,Manufacture of prepared meals and dishes,286,224,62,262,206,56,24,18,6,194,104,90,182,94,88,12,10,2
`18,`000,STATE - ASSAM,`10,`107,`1079,Manufacture of other food products n.e.c.,232,148,84,208,136,72,24,12,12,118,58,60,116,56,60,2,2,0
`18,`000,STATE - ASSAM,`10,`108,`0000,Manufacture of prepared animal feeds,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`10,`108,`1080,Manufacture of prepared animal feeds,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`11,`000,`0000,Manufacture of beverages,228,126,102,186,96,90,42,30,12,80,20,60,74,18,56,6,2,4
`18,`000,STATE - ASSAM,`11,`110,`0000,Manufacture of beverages,228,126,102,186,96,90,42,30,12,80,20,60,74,18,56,6,2,4
`18,`000,STATE - ASSAM,`11,`110,`1101,"Distilling, rectifying and blending of spirits; ethyl alcohol production",66,46,20,54,36,18,12,10,2,22,4,18,20,4,16,2,0,2
`18,`000,STATE - ASSAM,`11,`110,`1102,Manufacture of wines,32,10,22,28,6,22,4,4,0,6,0,6,6,0,6,0,0,0
`18,`000,STATE - ASSAM,`11,`110,`1103,Manufacture of malt liquors and malt,58,20,38,42,14,28,16,6,10,20,8,12,20,8,12,0,0,0
`18,`000,STATE - ASSAM,`11,`110,`1104,Manufacture of soft drinks; production of mineral waters and other,72,50,22,62,40,22,10,10,0,32,8,24,28,6,22,4,2,2
`18,`000,STATE - ASSAM,`12,`000,`0000,Manufacture of tobacco products,38,32,6,32,26,6,6,6,0,10,6,4,10,6,4,0,0,0
`18,`000,STATE - ASSAM,`12,`120,`0000,Manufacture of tobacco products,38,32,6,32,26,6,6,6,0,10,6,4,10,6,4,0,0,0
`18,`000,STATE - ASSAM,`12,`120,`1200,Manufacture of tobacco products,38,32,6,32,26,6,6,6,0,10,6,4,10,6,4,0,0,0
`18,`000,STATE - ASSAM,`13,`000,`0000,Manufacture of textiles,8119,1643,6476,7528,1404,6124,591,239,352,15922,910,15012,15374,836,14538,548,74,474
`18,`000,STATE - ASSAM,`13,`131,`0000,"Spinning, weaving and finishing of textiles",7913,1589,6324,7356,1360,5996,557,229,328,15598,884,14714,15062,810,14252,536,74,462
`18,`000,STATE - ASSAM,`13,`131,`1311,Preparation and spinning of textile fibres,2053,1205,848,1854,1046,808,199,159,40,2469,658,1811,2312,588,1724,157,70,87
`18,`000,STATE - ASSAM,`13,`131,`1312,Weaving of textiles,5114,326,4788,4822,264,4558,292,62,230,11213,194,11019,10886,190,10696,327,4,323
`18,`000,STATE - ASSAM,`13,`131,`1313,Finishing of textiles,746,58,688,680,50,630,66,8,58,1916,32,1884,1864,32,1832,52,0,52
`18,`000,STATE - ASSAM,`13,`139,`0000,Manufacture of other textiles,206,54,152,172,44,128,34,10,24,324,26,298,312,26,286,12,0,12
`18,`000,STATE - ASSAM,`13,`139,`1391,Manufacture of knitted and crocheted fabrics,2,0,2,2,0,2,0,0,0,14,0,14,12,0,12,2,0,2
`18,`000,STATE - ASSAM,`13,`139,`1392,"Manufacture of made-up textile articles, except apparel",18,14,4,8,6,2,10,8,2,8,2,6,8,2,6,0,0,0
`18,`000,STATE - ASSAM,`13,`139,`1393,Manufacture of carpets and rugs,12,8,4,8,6,2,4,2,2,18,4,14,18,4,14,0,0,0
`18,`000,STATE - ASSAM,`13,`139,`1394,"Manufacture of cordage, rope, twine and netting",30,20,10,30,20,10,0,0,0,92,12,80,92,12,80,0,0,0
`18,`000,STATE - ASSAM,`13,`139,`1399,Manufacture of other textiles n.e.c.,144,12,132,124,12,112,20,0,20,192,8,184,182,8,174,10,0,10
`18,`000,STATE - ASSAM,`14,`000,`0000,Manufacture of wearing apparel,786,414,372,640,364,276,146,50,96,396,42,354,338,34,304,58,8,50
`18,`000,STATE - ASSAM,`14,`141,`0000,"Manufacture of wearing apparel, except fur apparel",768,408,360,628,360,268,140,48,92,370,40,330,312,32,280,58,8,50
`18,`000,STATE - ASSAM,`14,`141,`1410,"Manufacture of wearing apparel, except fur apparel",768,408,360,628,360,268,140,48,92,370,40,330,312,32,280,58,8,50
`18,`000,STATE - ASSAM,`14,`142,`0000,Manufacture of articles of fur,8,6,2,6,4,2,2,2,0,10,0,10,10,0,10,0,0,0
`18,`000,STATE - ASSAM,`14,`142,`1420,Manufacture of articles of fur,8,6,2,6,4,2,2,2,0,10,0,10,10,0,10,0,0,0
`18,`000,STATE - ASSAM,`14,`143,`0000,Manufacture of knitted and crocheted apparel,10,0,10,6,0,6,4,0,4,16,2,14,16,2,14,0,0,0
`18,`000,STATE - ASSAM,`14,`143,`1430,Manufacture of knitted and crocheted apparel,10,0,10,6,0,6,4,0,4,16,2,14,16,2,14,0,0,0
`18,`000,STATE - ASSAM,`15,`000,`0000,Manufacture of leather and related products,66,28,38,46,20,26,20,8,12,69,13,56,64,12,52,5,1,4
`18,`000,STATE - ASSAM,`15,`151,`0000,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery",4,4,0,4,4,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`15,`151,`1512,"Manufacture of luggage, handbags and the like, saddlery and harness",4,4,0,4,4,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`000,STATE - ASSAM,`15,`152,`0000,Manufacture of footwear,62,24,38,42,16,26,20,8,12,67,11,56,62,10,52,5,1,4
`18,`000,STATE - ASSAM,`15,`152,`1520,Manufacture of footwear,62,24,38,42,16,26,20,8,12,67,11,56,62,10,52,5,1,4
`18,`000,STATE - ASSAM,`16,`000,`0000,"Manufacture of wood and products of wood and cork, except furniture;",2731,2343,388,2496,2126,370,235,217,18,1838,1062,776,1756,1002,754,82,60,22
`18,`000,STATE - ASSAM,`16,`161,`0000,Sawmilling and planing of wood,482,482,0,448,448,0,34,34,0,150,142,8,142,138,4,8,4,4
`18,`000,STATE - ASSAM,`16,`161,`1610,Saw milling and planing of wood,482,482,0,448,448,0,34,34,0,150,142,8,142,138,4,8,4,4
`18,`000,STATE - ASSAM,`16,`162,`0000,"Manufacture of products of wood, cork, straw and plaiting materials",2249,1861,388,2048,1678,370,201,183,18,1688,920,768,1614,864,750,74,56,18
`18,`000,STATE - ASSAM,`16,`162,`1621,"Manufacture of veneer sheets; manufacture of plywood, laminboard,",276,266,10,256,246,10,20,20,0,34,30,4,32,28,4,2,2,0
`18,`000,STATE - ASSAM,`16,`162,`1622,Manufacture of builders’ carpentry and joinery,10,10,0,4,4,0,6,6,0,4,4,0,2,2,0,2,2,0
`18,`000,STATE - ASSAM,`16,`162,`1623,Manufacture of wooden containers,527,367,160,498,342,156,29,25,4,606,282,324,590,268,322,16,14,2
`18,`000,STATE - ASSAM,`16,`162,`1629,"Manufacture of other products of wood; manufacture of articles of cork,",1436,1218,218,1290,1086,204,146,132,14,1044,604,440,990,566,424,54,38,16
`18,`000,STATE - ASSAM,`17,`000,`0000,Manufacture of paper and paper products,408,384,24,230,222,8,178,162,16,54,40,14,38,26,12,16,14,2
`18,`000,STATE - ASSAM,`17,`170,`0000,Manufacture of paper and paper products,408,384,24,230,222,8,178,162,16,54,40,14,38,26,12,16,14,2
`18,`000,STATE - ASSAM,`17,`170,`1701,"Manufacture of pulp, paper and paperboard",110,108,2,56,56,0,54,52,2,12,10,2,8,6,2,4,4,0
`18,`000,STATE - ASSAM,`17,`170,`1702,Manufacture of corrugated paper and paperboard and containers of,38,30,8,22,20,2,16,10,6,10,2,8,6,0,6,4,2,2
`18,`000,STATE - ASSAM,`17,`170,`1709,Manufacture of other articles of paper and paperboard,260,246,14,152,146,6,108,100,8,32,28,4,24,20,4,8,8,0
`18,`000,STATE - ASSAM,`18,`000,`0000,Printing and reproduction of recorded media,152,126,26,92,80,12,60,46,14,24,20,4,20,16,4,4,4,0
`18,`000,STATE - ASSAM,`18,`181,`0000,Printing and service activities related to printing,152,126,26,92,80,12,60,46,14,24,20,4,20,16,4,4,4,0
`18,`000,STATE - ASSAM,`18,`181,`1811,Printing,48,40,8,20,18,2,28,22,6,12,8,4,10,6,4,2,2,0
`18,`000,STATE - ASSAM,`18,`181,`1812,Service activities related to printing,104,86,18,72,62,10,32,24,8,12,12,0,10,10,0,2,2,0
`18,`000,STATE - ASSAM,`19,`000,`0000,Manufacture of coke and refined petroleum products,1004,966,38,720,696,24,284,270,14,128,118,10,128,118,10,0,0,0
`18,`000,STATE - ASSAM,`19,`191,`0000,Manufacture of coke oven products,58,54,4,36,36,0,22,18,4,22,22,0,22,22,0,0,0,0
`18,`000,STATE - ASSAM,`19,`191,`1910,Manufacture of coke oven products,58,54,4,36,36,0,22,18,4,22,22,0,22,22,0,0,0,0
`18,`000,STATE - ASSAM,`19,`192,`0000,Manufacture of refined petroleum products,946,912,34,684,660,24,262,252,10,106,96,10,106,96,10,0,0,0
`18,`000,STATE - ASSAM,`19,`192,`1920,Manufacture of refined petroleum products,946,912,34,684,660,24,262,252,10,106,96,10,106,96,10,0,0,0
`18,`000,STATE - ASSAM,`20,`000,`0000,Manufacture of chemicals and chemical products,555,465,90,314,260,54,241,205,36,150,124,26,126,102,24,24,22,2
`18,`000,STATE - ASSAM,`20,`201,`0000,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics",244,228,16,128,120,8,116,108,8,66,62,4,62,58,4,4,4,0
`18,`000,STATE - ASSAM,`20,`201,`2011,Manufacture of basic chemicals,56,54,2,46,44,2,10,10,0,18,16,2,16,14,2,2,2,0
`18,`000,STATE - ASSAM,`20,`201,`2012,Manufacture of fertilizers and nitrogen compounds,178,164,14,74,68,6,104,96,8,44,42,2,42,40,2,2,2,0
`18,`000,STATE - ASSAM,`20,`201,`2013,Manufacture of plastics and synthetic rubber in primary forms,10,10,0,8,8,0,2,2,0,4,4,0,4,4,0,0,0,0
`18,`000,STATE - ASSAM,`20,`202,`0000,Manufacture of other chemical products,311,237,74,186,140,46,125,97,28,84,62,22,64,44,20,20,18,2
`18,`000,STATE - ASSAM,`20,`202,`2021,Manufacture of pesticides and other agrochemical products,12,10,2,10,10,0,2,0,2,2,0,2,2,0,2,0,0,0
`18,`000,STATE - ASSAM,`20,`202,`2022,"Manufacture of paints, varnishes and similar coatings, printing ink and",58,54,4,38,34,4,20,20,0,18,14,4,14,10,4,4,4,0
`18,`000,STATE - ASSAM,`20,`202,`2023,"Manufacture of soap and detergents, cleaning and polishing preparations,",158,94,64,102,62,40,56,32,24,54,38,16,38,24,14,16,14,2
`18,`000,STATE - ASSAM,`20,`202,`2029,Manufacture of other chemical products n.e.c.,83,79,4,36,34,2,47,45,2,10,10,0,10,10,0,0,0,0
`18,`000,STATE - ASSAM,`21,`000,`0000,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",12,10,2,8,6,2,4,4,0,8,2,6,8,2,6,0,0,0
`18,`000,STATE - ASSAM,`21,`210,`0000,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",12,10,2,8,6,2,4,4,0,8,2,6,8,2,6,0,0,0
`18,`000,STATE - ASSAM,`21,`210,`2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical",12,10,2,8,6,2,4,4,0,8,2,6,8,2,6,0,0,0
`18,`000,STATE - ASSAM,`22,`000,`0000,Manufacture of rubber and plastics products,116,102,14,84,74,10,32,28,4,36,34,2,20,20,0,16,14,2
`18,`000,STATE - ASSAM,`22,`221,`0000,Manufacture of rubber products,48,44,4,40,36,4,8,8,0,6,6,0,2,2,0,4,4,0
`18,`000,STATE - ASSAM,`22,`221,`2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of,24,24,0,20,20,0,4,4,0,2,2,0,0,0,0,2,2,0
`18,`000,STATE - ASSAM,`22,`221,`2219,Manufacture of other rubber products,24,20,4,20,16,4,4,4,0,4,4,0,2,2,0,2,2,0
`18,`000,STATE - ASSAM,`22,`222,`0000,Manufacture of plastics products,68,58,10,44,38,6,24,20,4,30,28,2,18,18,0,12,10,2
`18,`000,STATE - ASSAM,`22,`222,`2220,Manufacture of plastics products,68,58,10,44,38,6,24,20,4,30,28,2,18,18,0,12,10,2
`18,`000,STATE - ASSAM,`23,`000,`0000,Manufacture of other non-metallic mineral products,1358,1212,146,1166,1036,130,192,176,16,758,508,250,736,492,244,22,16,6
`18,`000,STATE - ASSAM,`23,`231,`0000,Manufacture of glass and glass products,24,20,4,16,14,2,8,6,2,8,8,0,8,8,0,0,0,0
